,year,month,day,td,pd,cloudd,precipd,wdird,wsd,tn,pn,cloudn,precipn,wdirn,wsn
7558,2020,2,12,-4.0,738,dull,snow,ЮВ,4,-4.0,740,dull,snow,ЮВ,4
7559,2020,2,13,-4.0,742,dull,snow,Ш,0,-7.0,744,dull,,Ш,0
7560,2020,2,14,1.0,749,dull,,ЮЗ,2,0.0,752,dull,,ЮЗ,2
7561,2020,2,15,3.0,756,sun,,ЮЗ,2,-4.0,758,sun,,ЮЗ,2
7562,2020,2,16,0.0,757,dull,,ЮЗ,4,2.0,754,dull,,ЮЗ,4
7563,2020,2,17,3.0,746,dull,,Ю,7,3.0,746,dull,,Ю,7
7564,2020,2,18,2.0,746,dull,,Ю,3,1.0,744,dull,,Ю,3
7565,2020,2,19,4.0,744,suncl,,З,3,2.0,746,dull,,З,3
7566,2020,2,20,5.0,751,dull,,ЮЗ,2,1.0,752,sun,,ЮЗ,2
7567,2020,2,21,6.0,753,sun,,Ю,2,0.0,754,sun,,Ю,2
7568,2020,2,22,5.0,755,sun,,Ю,4,0.0,752,sun,,Ю,4
7569,2020,2,23,0.0,735,dull,snow,ЮЗ,6,1.0,734,dull,,ЮЗ,6
7570,2020,2,24,3.0,734,suncl,,Ю,3,-1.0,734,dull,,Ю,3
7571,2020,2,25,3.0,736,sun,,СЗ,4,-2.0,738,sun,,СЗ,4
7572,2020,2,26,0.0,734,dull,snow,Ю,5,1.0,734,dull,,Ю,5
7573,2020,2,27,2.0,734,dull,,Ю,4,2.0,733,dull,rain,Ю,4
7574,2020,2,28,2.0,736,dull,,З,1,0.0,737,dull,,З,1
7575,2020,2,29,3.0,741,sunc,,З,4,0.0,743,sunc,,З,4
7576,2020,3,1,4.0,747,sun,,Ю,5,3.0,746,sunc,,Ю,5
7577,2020,3,2,4.0,746,dull,,ЮЗ,6,3.0,748,dull,,ЮЗ,6
7578,2020,3,3,3.0,746,dull,,Ю,3,1.0,746,dull,rain,Ю,3
7579,2020,3,4,5.0,750,dull,,Ш,0,3.0,752,dull,,Ш,0
7580,2020,3,5,5.0,750,sun,,ЮВ,5,2.0,751,dull,,ЮВ,5
7581,2020,3,6,6.0,746,dull,,Ю,7,5.0,747,dull,,Ю,7
7582,2020,3,7,6.0,748,dull,,ЮВ,4,5.0,747,dull,rain,ЮВ,4
7583,2020,3,8,8.0,748,dull,rain,ЮЗ,3,7.0,750,suncl,,ЮЗ,3
7584,2020,3,9,9.0,752,sun,,ЮВ,1,5.0,751,sunc,,ЮВ,1
7585,2020,3,10,15.0,744,dull,,З,2,8.0,744,sun,,З,2
7586,2020,3,11,12.0,736,suncl,,Ю,5,10.0,734,dull,,Ю,5
7587,2020,3,12,9.0,737,dull,,З,4,7.0,737,sunc,,З,4
7588,2020,3,13,7.0,733,dull,,З,7,4.0,737,sun,,З,7
7589,2020,3,14,8.0,737,dull,,З,3,3.0,736,sunc,,З,3
7590,2020,3,15,-2.0,743,dull,,СЗ,5,-3.0,748,sunc,snow,СЗ,5
7591,2020,3,16,4.0,755,sun,,З,3,2.0,753,sun,,З,3
7592,2020,3,17,10.0,754,sun,,ЮЗ,4,5.0,755,sun,,ЮЗ,4
7593,2020,3,18,10.0,754,sun,,ЮЗ,5,5.0,752,sun,,ЮЗ,5
7594,2020,3,19,12.0,743,dull,,З,4,8.0,743,suncl,,З,4
7595,2020,3,20,6.0,746,sunc,,СЗ,4,3.0,747,dull,,СЗ,4
7596,2020,3,21,2.0,749,dull,,С,3,-1.0,752,dull,,С,3
7597,2020,3,22,0.0,758,sun,,СВ,4,-3.0,759,sunc,,СВ,4
7598,2020,3,23,1.0,760,sunc,,С,4,-3.0,761,sun,,С,4
7599,2020,3,24,4.0,758,sunc,,СЗ,4,-1.0,760,sun,,СЗ,4
7600,2020,3,25,10.0,761,sun,,З,4,4.0,761,sun,,З,4
7601,2020,3,26,16.0,759,sun,,З,3,5.0,760,sun,,З,3
7602,2020,3,27,15.0,760,sun,,С,1,8.0,758,sun,,С,1
7603,2020,3,28,16.0,752,sunc,,Ю,4,11.0,750,dull,,Ю,4
7604,2020,3,29,17.0,743,sunc,,Ю,5,12.0,742,sun,,Ю,5
7605,2020,3,30,12.0,739,dull,,С,5,2.0,741,dull,,С,5
7606,2020,3,31,-2.0,743,dull,snow,С,4,-4.0,745,dull,snow,С,4
7607,2020,4,1,3.0,741,sun,,З,5,2.0,740,dull,,З,5
7608,2020,4,2,6.0,740,dull,,З,3,4.0,741,dull,,З,3
7609,2020,4,3,11.0,742,dull,,ЮЗ,6,8.0,741,sun,,ЮЗ,6
7610,2020,4,4,10.0,746,dull,,З,3,2.0,750,sun,,З,3
7611,2020,4,5,4.0,752,suncl,,С,3,-1.0,754,sunc,,С,3
7612,2020,4,6,4.0,758,suncl,,С,4,0.0,760,sun,,С,4
7613,2020,4,7,8.0,761,sunc,,З,3,4.0,757,sun,,З,3
7614,2020,4,8,15.0,746,dull,,З,4,10.0,749,sunc,,З,4
7615,2020,4,9,15.0,747,sun,,З,3,10.0,744,sun,,З,3
7616,2020,4,10,11.0,743,sunc,,СЗ,4,5.0,745,sun,,СЗ,4
7617,2020,4,11,5.0,746,dull,,С,4,2.0,748,dull,,С,4
7618,2020,4,12,4.0,749,dull,snow,С,4,-1.0,750,sun,,С,4
7619,2020,4,13,15.0,743,sun,,ЮЗ,5,11.0,741,dull,,ЮЗ,5
7620,2020,4,14,15.0,738,dull,,ЮЗ,3,4.0,740,dull,rain,ЮЗ,3
7621,2020,4,15,5.0,736,suncl,,З,2,1.0,737,sunc,,З,2
7622,2020,4,16,7.0,732,dull,rain,ЮЗ,6,5.0,728,dull,rain,ЮЗ,6
7623,2020,4,17,8.0,735,suncl,,З,4,0.0,737,dull,,З,4
7624,2020,4,18,5.0,741,suncl,,З,4,2.0,743,sunc,,З,4
7625,2020,4,19,7.0,745,sunc,,Ю,2,3.0,746,dull,,Ю,2
7626,2020,4,20,5.0,747,dull,rain,С,2,4.0,748,sun,,С,2
7627,2020,4,21,10.0,745,dull,,С,6,8.0,744,suncl,,С,6
7628,2020,4,22,2.0,743,dull,,СЗ,4,3.0,746,sunc,,СЗ,4
7629,2020,4,23,11.0,741,sunc,,СЗ,5,5.0,741,sunc,,СЗ,5
7630,2020,4,24,11.0,738,sunc,,ЮЗ,2,9.0,735,sunc,,ЮЗ,2
7631,2020,4,25,12.0,734,dull,rain,З,2,6.0,735,suncl,,З,2
7632,2020,4,26,6.0,738,dull,,СВ,1,4.0,739,suncl,,СВ,1
7633,2020,4,27,9.0,738,dull,,СВ,2,4.0,740,sunc,,СВ,2
7634,2020,4,28,9.0,743,sunc,,СЗ,3,4.0,743,sun,,СЗ,3
7635,2020,4,29,17.0,735,dull,,З,5,11.0,738,suncl,,З,5
7636,2020,4,30,9.0,745,dull,,СЗ,2,5.0,746,dull,rain,СЗ,2
7637,2020,5,1,8.0,747,dull,,В,2,6.0,747,sun,,В,2
7638,2020,5,2,16.0,748,sunc,,ЮВ,2,13.0,747,suncl,,ЮВ,2
7639,2020,5,3,24.0,746,sunc,,Ю,4,17.0,747,sunc,,Ю,4
7640,2020,5,4,25.0,746,sunc,,Ю,4,19.0,746,suncl,,Ю,4
7641,2020,5,5,24.0,744,suncl,,ЮВ,2,18.0,743,sunc,,ЮВ,2
7642,2020,5,6,15.0,740,dull,rain,ЮВ,3,15.0,739,dull,,ЮВ,3
7643,2020,5,7,21.0,739,dull,,Ю,5,15.0,740,sunc,,Ю,5
7644,2020,5,8,10.0,744,dull,rain,СЗ,1,10.0,744,dull,rain,СЗ,1
7645,2020,5,9,14.0,743,dull,,С,1,12.0,741,dull,,С,1
7646,2020,5,10,16.0,736,dull,,С,5,13.0,739,dull,,С,5
7647,2020,5,11,19.0,742,sunc,,ЮЗ,1,14.0,741,sun,,ЮЗ,1
7648,2020,5,12,25.0,736,sun,,Ю,6,15.0,735,sunc,,Ю,6
7649,2020,5,13,11.0,745,suncl,,СЗ,4,6.0,746,sunc,,СЗ,4
7650,2020,5,14,15.0,746,dull,,ЮЗ,5,7.0,745,dull,rain,ЮЗ,5
7651,2020,5,15,10.0,743,sun,,С,3,7.0,744,sunc,,С,3
7652,2020,5,16,13.0,745,dull,,СЗ,3,8.0,745,sunc,,СЗ,3
7653,2020,5,17,15.0,745,dull,,З,3,12.0,745,dull,,З,3
7654,2020,5,18,16.0,739,dull,,ЮЗ,4,5.0,740,dull,,ЮЗ,4
7655,2020,5,19,11.0,744,dull,,СЗ,4,6.0,743,sunc,,СЗ,4
7656,2020,5,20,16.0,740,suncl,,СЗ,2,7.0,740,sunc,,СЗ,2
7657,2020,5,21,9.0,742,dull,,СЗ,3,5.0,743,sunc,,СЗ,3
7658,2020,5,22,13.0,745,suncl,,З,2,9.0,746,dull,,З,2
7659,2020,5,23,14.0,749,suncl,,С,2,9.0,749,dull,,С,2
7660,2020,5,24,12.0,749,dull,,З,2,7.0,751,sunc,,З,2
7661,2020,5,25,18.0,755,sunc,,ЮЗ,3,10.0,756,sunc,,ЮЗ,3
7662,2020,5,26,16.0,756,dull,,СВ,1,11.0,756,dull,rain,СВ,1
7663,2020,5,27,16.0,754,dull,,СЗ,1,10.0,754,sun,,СЗ,1
7664,2020,5,28,18.0,753,sunc,,Ю,1,13.0,752,suncl,,Ю,1
7665,2020,5,29,26.0,747,dull,,ЮВ,2,19.0,746,dull,,ЮВ,2
7666,2020,5,30,19.0,746,suncl,,ЮВ,2,16.0,743,dull,,ЮВ,2
7667,2020,5,31,14.0,741,dull,storm,С,3,10.0,742,dull,rain,С,3
7668,2020,6,1,10.0,745,dull,rain,СВ,3,10.0,746,dull,,СВ,3
7669,2020,6,2,12.0,746,dull,,СВ,3,12.0,746,dull,,СВ,3
7670,2020,6,3,16.0,743,dull,rain,СВ,2,14.0,740,dull,rain,СВ,2
7671,2020,6,4,21.0,740,dull,,Ю,4,14.0,743,sun,,Ю,4
7672,2020,6,5,20.0,745,sunc,,Ю,4,13.0,745,dull,,Ю,4
7673,2020,6,6,22.0,747,suncl,,ЮЗ,3,18.0,747,dull,,ЮЗ,3
7674,2020,6,7,22.0,749,suncl,storm,ЮВ,2,19.0,749,sunc,,ЮВ,2
7675,2020,6,8,28.0,750,suncl,,Ю,1,22.0,749,sunc,,Ю,1
7676,2020,6,9,27.0,751,suncl,,ЮВ,2,20.0,751,sun,,ЮВ,2
7677,2020,6,10,28.0,751,suncl,,ЮЗ,1,20.0,750,sunc,,ЮЗ,1
7678,2020,6,11,29.0,749,sun,,ЮЗ,2,21.0,748,sunc,,ЮЗ,2
7679,2020,6,12,23.0,748,dull,,С,5,19.0,748,dull,,С,5
7680,2020,6,13,11.0,749,dull,,СВ,3,12.0,751,dull,,СВ,3
7681,2020,6,14,20.0,753,dull,,В,2,17.0,752,dull,,В,2
7682,2020,6,15,22.0,753,dull,,ЮВ,2,19.0,752,dull,,ЮВ,2
7683,2020,6,16,27.0,751,sun,,Ю,3,19.0,750,sun,,Ю,3
7684,2020,6,17,28.0,749,sun,,ЮЗ,1,20.0,749,sun,,ЮЗ,1
7685,2020,6,18,28.0,749,sunc,,С,1,22.0,749,sun,,С,1
7686,2020,6,19,27.0,749,suncl,,В,1,20.0,747,sun,,В,1
7687,2020,6,20,26.0,746,dull,storm,Ш,0,20.0,746,sunc,,Ш,0
7688,2020,6,21,16.0,749,dull,rain,СВ,2,16.0,749,dull,,СВ,2
7689,2020,6,22,23.0,749,sunc,,В,2,17.0,749,suncl,,В,2
7690,2020,6,23,14.0,749,dull,rain,В,1,13.0,749,dull,,В,1
7691,2020,6,24,26.0,750,dull,,С,4,19.0,752,sun,,С,4
7692,2020,6,25,23.0,753,sunc,,З,2,17.0,752,sunc,,З,2
7693,2020,6,26,23.0,755,suncl,,СЗ,2,18.0,753,sun,,СЗ,2
7694,2020,6,27,28.0,748,sunc,,З,3,21.0,745,sun,,З,3
7695,2020,6,28,27.0,743,sunc,,З,1,17.0,742,suncl,,З,1
7696,2020,6,29,21.0,744,sunc,,С,3,15.0,745,sun,,С,3
7697,2020,6,30,21.0,744,suncl,,Ю,2,19.0,743,sun,,Ю,2
7698,2020,7,1,24.0,743,sunc,,З,3,18.0,744,dull,rain,З,3
7699,2020,7,2,26.0,746,sunc,,ЮЗ,2,20.0,746,sun,,ЮЗ,2
7700,2020,7,3,29.0,747,sunc,,ЮЗ,3,24.0,747,sunc,,ЮЗ,3
7701,2020,7,4,30.0,746,dull,,ЮЗ,3,19.0,746,sunc,,ЮЗ,3
7702,2020,7,5,27.0,745,dull,,Ю,1,21.0,744,dull,,Ю,1
7703,2020,7,6,28.0,744,suncl,,З,1,22.0,744,sunc,,З,1
7704,2020,7,7,32.0,742,sun,,ЮВ,2,29.0,740,sun,,ЮВ,2
7705,2020,7,8,34.0,739,sun,,Ю,4,25.0,740,suncl,,Ю,4
7706,2020,7,9,19.0,746,suncl,,СЗ,2,15.0,748,suncl,,СЗ,2
7707,2020,7,10,22.0,752,suncl,,З,1,15.0,752,sun,,З,1
7708,2020,7,11,26.0,752,sun,,ЮЗ,3,20.0,751,sun,,ЮЗ,3
7709,2020,7,12,28.0,748,sun,,Ю,2,20.0,747,sun,,Ю,2
7710,2020,7,13,22.0,743,dull,rain,Ш,0,18.0,743,dull,,Ш,0
7711,2020,7,14,29.0,737,sunc,,СВ,2,20.0,736,dull,storm,СВ,2
7712,2020,7,15,18.0,739,dull,,Ю,4,14.0,740,dull,,Ю,4
7713,2020,7,16,16.0,743,dull,,ЮЗ,4,15.0,744,dull,,ЮЗ,4
7714,2020,7,17,19.0,747,dull,rain,ЮЗ,1,15.0,748,sunc,,ЮЗ,1
7715,2020,7,18,20.0,749,dull,,СЗ,2,17.0,749,dull,,СЗ,2
7716,2020,7,19,22.0,748,dull,,СЗ,1,17.0,747,sunc,,СЗ,1
7717,2020,7,20,24.0,745,suncl,,З,2,17.0,743,dull,,З,2
7718,2020,7,21,,,,,,,16.0,741,suncl,,Ш,0
7719,2020,7,22,20.0,740,sunc,,З,3,17.0,742,suncl,,З,3
7720,2020,7,23,18.0,743,dull,,З,3,12.0,745,sunc,,З,3
7721,2020,7,24,19.0,746,suncl,,ЮЗ,3,12.0,748,sunc,,ЮЗ,3
7722,2020,7,25,21.0,751,sunc,,ЮЗ,1,14.0,750,sun,,ЮЗ,1
7723,2020,7,26,25.0,752,sunc,,ЮЗ,1,18.0,752,suncl,,ЮЗ,1
7724,2020,7,27,25.0,752,sunc,,В,1,19.0,751,sunc,,В,1
7725,2020,7,28,28.0,751,sunc,,Ю,1,18.0,749,sun,,Ю,1
7726,2020,7,29,30.0,747,sun,,ЮЗ,2,21.0,746,sunc,,ЮЗ,2
7727,2020,7,30,25.0,746,sun,,З,3,16.0,744,sunc,,З,3
7728,2020,7,31,21.0,742,sunc,,З,3,17.0,741,dull,,З,3
7729,2020,8,1,15.0,739,dull,rain,Ш,0,14.0,740,dull,,Ш,0
7730,2020,8,2,15.0,743,suncl,storm,С,1,13.0,745,sunc,,С,1
7731,2020,8,3,21.0,749,suncl,,З,1,14.0,749,sun,,З,1
7732,2020,8,4,25.0,751,sunc,,СВ,1,17.0,751,sun,,СВ,1
7733,2020,8,5,27.0,752,sun,,СВ,1,17.0,752,sun,,СВ,1
7734,2020,8,6,26.0,752,dull,,С,1,18.0,752,sun,,С,1
7735,2020,8,7,25.0,753,sunc,,С,3,20.0,753,sun,,С,3
7736,2020,8,8,24.0,751,suncl,,С,3,18.0,749,sunc,,С,3
7737,2020,8,9,22.0,747,suncl,,СЗ,2,19.0,747,sun,,СЗ,2
7738,2020,8,10,24.0,747,suncl,,С,2,16.0,746,sun,,С,2
7739,2020,8,11,18.0,746,dull,,СЗ,1,17.0,746,suncl,,СЗ,1
7740,2020,8,12,17.0,745,dull,,СЗ,2,12.0,745,sunc,,СЗ,2
7741,2020,8,13,15.0,743,dull,rain,С,2,14.0,745,dull,,С,2
7742,2020,8,14,16.0,746,dull,,СЗ,3,11.0,748,dull,,СЗ,3
7743,2020,8,15,17.0,748,suncl,,СЗ,3,13.0,748,sunc,,СЗ,3
7744,2020,8,16,21.0,746,dull,,З,2,15.0,744,sunc,,З,2
7745,2020,8,17,24.0,743,suncl,,СЗ,3,14.0,743,sun,,СЗ,3
7746,2020,8,18,23.0,744,sunc,,СЗ,3,13.0,745,sun,,СЗ,3
7747,2020,8,19,21.0,746,suncl,,СВ,2,12.0,746,dull,,СВ,2
7748,2020,8,20,19.0,749,dull,,С,1,11.0,749,sun,,С,1
7749,2020,8,21,21.0,749,sunc,,С,3,12.0,750,sunc,,С,3
7750,2020,8,22,24.0,750,suncl,,С,2,14.0,750,sun,,С,2
7751,2020,8,23,26.0,748,suncl,,ЮЗ,2,15.0,747,dull,,ЮЗ,2
7752,2020,8,24,26.0,745,sunc,,ЮЗ,3,19.0,745,dull,,ЮЗ,3
7753,2020,8,25,25.0,746,suncl,,Ю,1,17.0,746,dull,,Ю,1
7754,2020,8,26,22.0,740,sunc,,ЮЗ,6,14.0,743,sun,,ЮЗ,6
7755,2020,8,27,21.0,742,suncl,,Ю,1,18.0,740,sunc,,Ю,1
7756,2020,8,28,20.0,740,dull,,Ю,1,15.0,740,sunc,,Ю,1
7757,2020,8,29,18.0,747,dull,,З,2,11.0,749,sunc,,З,2
7758,2020,8,30,27.0,748,sunc,,Ю,5,21.0,748,sunc,,Ю,5
7759,2020,8,31,31.0,746,sun,,ЮЗ,5,23.0,745,sun,,ЮЗ,5
7760,2020,9,1,29.0,746,sun,,СЗ,3,19.0,749,sun,,СЗ,3
7761,2020,9,2,20.0,755,sunc,,В,1,16.0,757,sun,,В,1
7762,2020,9,3,23.0,758,sun,,ЮВ,3,19.0,757,sun,,ЮВ,3
7763,2020,9,4,24.0,755,dull,,Ю,3,18.0,754,dull,,Ю,3
7764,2020,9,5,20.0,752,dull,,Ю,2,17.0,752,dull,,Ю,2
7765,2020,9,6,26.0,750,sun,,Ю,3,16.0,750,sun,,Ю,3
7766,2020,9,7,28.0,751,sunc,,ЮЗ,3,20.0,751,sunc,,ЮЗ,3
7767,2020,9,8,19.0,746,dull,,З,5,11.0,745,dull,rain,З,5
7768,2020,9,9,16.0,743,dull,,З,3,13.0,746,dull,,З,3
7769,2020,9,10,19.0,742,dull,,ЮЗ,6,14.0,740,dull,rain,ЮЗ,6
7770,2020,9,11,14.0,748,sunc,,З,4,11.0,751,dull,,З,4
7771,2020,9,12,18.0,755,dull,,СЗ,2,9.0,755,sun,,СЗ,2
7772,2020,9,13,21.0,749,dull,,ЮЗ,5,15.0,748,dull,rain,ЮЗ,5
7773,2020,9,14,15.0,749,dull,,З,2,12.0,749,suncl,,З,2
7774,2020,9,15,17.0,749,dull,,СЗ,4,10.0,749,sunc,,СЗ,4
7775,2020,9,16,16.0,753,sunc,,СЗ,2,7.0,752,sun,,СЗ,2
7776,2020,9,17,24.0,743,sun,,Ю,7,20.0,739,sunc,,Ю,7
7777,2020,9,18,14.0,740,suncl,,З,2,8.0,742,dull,,З,2
7778,2020,9,19,10.0,744,dull,,СЗ,3,8.0,745,dull,,СЗ,3
7779,2020,9,20,13.0,748,suncl,,СЗ,4,6.0,750,sun,,СЗ,4
7780,2020,9,21,14.0,748,dull,,З,4,11.0,748,dull,,З,4
7781,2020,9,22,20.0,747,sun,,З,4,14.0,747,sun,,З,4
7782,2020,9,23,22.0,749,sun,,З,2,13.0,749,sun,,З,2
7783,2020,9,24,24.0,751,sun,,Ю,2,14.0,751,sun,,Ю,2
7784,2020,9,25,23.0,752,sun,,ЮВ,3,16.0,752,sun,,ЮВ,3
7785,2020,9,26,23.0,753,sun,,ЮВ,2,18.0,753,sun,,ЮВ,2
7786,2020,9,27,19.0,756,sun,,ЮВ,3,14.0,756,sun,,ЮВ,3
7787,2020,9,28,14.0,758,dull,,ЮВ,3,14.0,757,dull,,ЮВ,3
7788,2020,9,29,17.0,756,sunc,,ЮВ,3,15.0,755,dull,,ЮВ,3
7789,2020,9,30,21.0,755,sunc,,ЮВ,3,15.0,755,dull,,ЮВ,3
7790,2020,10,1,21.0,756,sun,,Ю,5,15.0,756,sun,,Ю,5
7791,2020,10,2,21.0,757,sun,,ЮВ,3,15.0,758,sun,,ЮВ,3
7792,2020,10,3,20.0,758,sun,,ЮВ,2,10.0,758,sunc,,ЮВ,2
7793,2020,10,4,20.0,759,sun,,ЮВ,2,15.0,760,sun,,ЮВ,2
7794,2020,10,5,20.0,760,sun,,Ю,3,14.0,759,sun,,Ю,3
7795,2020,10,6,20.0,756,sun,,Ю,4,14.0,755,sun,,Ю,4
7796,2020,10,7,18.0,755,dull,,Ю,3,15.0,755,dull,,Ю,3
7797,2020,10,8,19.0,756,sun,,Ю,5,14.0,756,sun,,Ю,5
7798,2020,10,9,19.0,755,sunc,,Ю,4,14.0,755,sun,,Ю,4
7799,2020,10,10,16.0,755,sun,,Ю,3,12.0,755,sun,,Ю,3
7800,2020,10,11,14.0,752,dull,,Ю,3,13.0,752,dull,,Ю,3
7801,2020,10,12,14.0,749,sunc,,Ю,2,12.0,751,dull,,Ю,2
7802,2020,10,13,17.0,751,dull,,Ю,3,15.0,750,sunc,,Ю,3
7803,2020,10,14,19.0,749,sun,,ЮВ,2,13.0,748,sunc,,ЮВ,2
7804,2020,10,15,17.0,746,suncl,,З,5,11.0,746,sun,,З,5
7805,2020,10,16,8.0,744,dull,rain,Ш,0,5.0,747,dull,,Ш,0
7806,2020,10,17,6.0,752,dull,,Ю,2,4.0,749,suncl,,Ю,2
7807,2020,10,18,9.0,738,dull,,ЮЗ,5,5.0,742,dull,,ЮЗ,5
7808,2020,10,19,9.0,745,sunc,,ЮЗ,3,3.0,746,sun,,ЮЗ,3
7809,2020,10,20,5.0,746,sunc,,З,4,1.0,749,dull,,З,4
7810,2020,10,21,3.0,752,dull,,З,2,1.0,752,dull,,З,2
7811,2020,10,22,7.0,749,dull,,Ю,3,6.0,746,dull,rain,Ю,3
7812,2020,10,23,14.0,742,sunc,,ЮЗ,3,13.0,740,dull,,ЮЗ,3
7813,2020,10,24,13.0,743,suncl,,З,3,8.0,743,dull,,З,3
7814,2020,10,25,9.0,747,sunc,,СЗ,2,6.0,749,suncl,,СЗ,2
7815,2020,10,26,11.0,755,sunc,,С,1,8.0,755,dull,,С,1
7816,2020,10,27,9.0,758,suncl,,ЮВ,3,5.0,757,dull,,ЮВ,3
7817,2020,10,28,8.0,755,sun,,Ю,3,5.0,755,sun,,Ю,3
7818,2020,10,29,9.0,754,sun,,Ю,3,4.0,752,sun,,Ю,3
7819,2020,10,30,6.0,749,dull,,ЮВ,1,6.0,749,dull,,ЮВ,1
7820,2020,10,31,7.0,750,dull,,СВ,2,7.0,752,dull,,СВ,2
7821,2020,11,1,5.0,752,dull,rain,СВ,3,6.0,752,dull,rain,СВ,3
7822,2020,11,2,7.0,752,dull,,В,3,6.0,753,dull,,В,3
7823,2020,11,3,8.0,755,dull,,Ю,2,6.0,757,sunc,,Ю,2
7824,2020,11,4,10.0,758,dull,,ЮЗ,1,8.0,758,dull,,ЮЗ,1
7825,2020,11,5,7.0,752,dull,rain,ЮЗ,3,6.0,749,suncl,,ЮЗ,3
7826,2020,11,6,6.0,740,dull,,З,3,4.0,743,suncl,,З,3
7827,2020,11,7,9.0,746,dull,,СЗ,5,4.0,749,sun,,СЗ,5
7828,2020,11,8,10.0,744,dull,,З,4,7.0,746,dull,,З,4
7829,2020,11,9,4.0,753,sun,,З,2,0.0,752,sunc,,З,2
7830,2020,11,10,4.0,753,dull,,СЗ,3,2.0,755,sunc,,СЗ,3
7831,2020,11,11,1.0,757,dull,,З,2,0.0,758,dull,,З,2
7832,2020,11,12,1.0,758,dull,,З,2,0.0,758,sunc,,З,2
7833,2020,11,13,2.0,759,dull,,З,2,1.0,759,dull,,З,2
7834,2020,11,14,3.0,757,dull,,Ш,0,0.0,757,dull,snow,Ш,0
7835,2020,11,15,1.0,759,dull,,ЮВ,2,-2.0,761,dull,,ЮВ,2
7836,2020,11,16,-3.0,763,sunc,,ЮВ,2,-6.0,764,sun,,ЮВ,2
7837,2020,11,17,-4.0,767,sun,,ЮВ,4,-7.0,767,sun,,ЮВ,4
7838,2020,11,18,-3.0,764,sun,,Ю,6,-6.0,762,dull,,Ю,6
7839,2020,11,19,-2.0,757,dull,,Ю,4,-2.0,755,dull,,Ю,4
7840,2020,11,20,-1.0,753,sun,,Ю,6,-2.0,755,dull,,Ю,6
7841,2020,11,21,-2.0,758,dull,,Ю,2,-3.0,758,suncl,,Ю,2
7842,2020,11,22,-2.0,752,dull,,Ю,4,-3.0,751,dull,snow,Ю,4
7843,2020,11,23,-1.0,744,dull,snow,Ю,2,1.0,744,dull,,Ю,2
7844,2020,11,24,2.0,743,dull,,З,1,1.0,743,dull,,З,1
7845,2020,11,25,1.0,747,dull,,СЗ,1,0.0,749,dull,snow,СЗ,1
7846,2020,11,26,-1.0,751,dull,,ЮЗ,2,-1.0,749,dull,snow,ЮЗ,2
7847,2020,11,27,2.0,745,dull,,Ю,3,1.0,746,dull,,Ю,3
7848,2020,11,28,2.0,753,dull,,Ш,0,2.0,755,dull,snow,Ш,0
7849,2020,11,29,3.0,758,dull,,ЮВ,3,3.0,759,dull,,ЮВ,3
7850,2020,11,30,-1.0,760,dull,snow,ЮВ,3,-1.0,760,dull,,ЮВ,3
7851,2020,12,1,-3.0,761,dull,,Ю,3,-3.0,762,dull,,Ю,3
7852,2020,12,2,-5.0,764,sun,,ЮВ,2,-7.0,763,sun,,ЮВ,2
7853,2020,12,3,-6.0,762,sun,,ЮВ,3,-6.0,762,dull,,ЮВ,3
7854,2020,12,4,-6.0,764,dull,,ЮВ,2,-8.0,764,sun,,ЮВ,2
7855,2020,12,5,-5.0,766,sun,,ЮВ,3,-9.0,767,sun,,ЮВ,3
7856,2020,12,6,-3.0,769,sun,,Ю,1,-8.0,770,sun,,Ю,1
7857,2020,12,7,-5.0,770,sun,,ЮВ,1,-9.0,769,sun,,ЮВ,1
7858,2020,12,8,-3.0,767,sun,,СВ,1,-7.0,767,sun,,СВ,1
7859,2020,12,9,-3.0,766,sun,,В,2,-6.0,765,sun,,В,2
7860,2020,12,10,-4.0,764,sun,,В,1,-6.0,763,sun,,В,1
7861,2020,12,11,-5.0,761,sun,,ЮВ,2,-8.0,761,sun,,ЮВ,2
7862,2020,12,12,-9.0,760,sun,,В,2,-9.0,759,sun,,В,2
7863,2020,12,13,-6.0,758,dull,,ЮВ,3,-6.0,758,dull,,ЮВ,3
7864,2020,12,14,-6.0,755,dull,,ЮВ,3,-6.0,754,dull,,ЮВ,3
7865,2020,12,15,-5.0,752,dull,,Ю,2,-6.0,752,dull,,Ю,2
7866,2020,12,16,-6.0,755,dull,,ЮЗ,1,-6.0,753,dull,,ЮЗ,1
7867,2020,12,17,1.0,750,dull,,З,3,1.0,751,dull,,З,3
7868,2020,12,18,-1.0,755,dull,,С,2,-2.0,757,dull,,С,2
7869,2020,12,19,-4.0,757,dull,snow,ЮВ,3,-6.0,758,dull,,ЮВ,3
7870,2020,12,20,-5.0,760,dull,,Ю,2,-5.0,761,dull,,Ю,2
7871,2020,12,21,-4.0,761,suncl,,Ю,5,-7.0,761,dull,,Ю,5
7872,2020,12,22,-5.0,759,dull,,ЮЗ,4,-4.0,758,dull,,ЮЗ,4
7873,2020,12,23,-7.0,755,dull,,Ю,3,-11.0,754,sun,,Ю,3
7874,2020,12,24,-5.0,752,dull,,Ю,4,-5.0,750,dull,snow,Ю,4
7875,2020,12,25,-8.0,744,,snow,ЮВ,6,-8.0,743,dull,,ЮВ,6
7876,2020,12,26,-2.0,743,dull,,ЮЗ,1,-1.0,743,dull,,ЮЗ,1
7877,2020,12,27,-5.0,752,sunc,,З,2,-10.0,755,sunc,,З,2
